109.183212,21.410593,北海银滩国家旅游度假区,B030B002C9,广西壮族自治区,450503,4.8,258,0,19
108.395254,22.788660,青秀山风景区,B030305711,广西壮族自治区,450103,4.9,346,10.00,8
106.728430,22.853146,德天跨国瀑布景区,B06EB009VO,广西壮族自治区,451424,4.8,467,80.00,7
110.431685,25.147445,漓江景区,B030507SVW,广西壮族自治区,450323,4.8,189,300.00,22
110.295526,25.27269,桂林市两江四湖景区,B030507T9Q,广西壮族自治区,450302,4.7,208,0,4
110.526334,24.916720,阳朔漓江景区,B03050W28V,广西壮族自治区,450321,4.6,960,75.00,19
110.433115,24.777530,遇龙河景区,B03050V0PB,广西壮族自治区,450321,4.7,915,658.00,4
110.149910,23.834655,北帝山旅游区,B0FFH9DVWN,广西壮族自治区,450821,4.4,268,85.00,22
110.283988,22.669390,玉林市五彩田园风景区,B0FFH3NR19,广西壮族自治区,450902,4.5,758,0,8
110.140047,25.770717,龙脊梯田风景名胜区,B030509AO3,广西壮族自治区,450328,4.7,723,95.00,13
110.055195,23.399853,桂平西山国家重点风景名胜区,B06DB004XS,广西壮族自治区,450881,4.6,141,100.00,2
106.928265,22.701876,明仕田园风景区,B06EB0MRUY,广西壮族自治区,451424,4.4,204,0,5
110.468197,24.770761,桂林千古情景区,B0FFJCRA6U,广西壮族自治区,450321,4.8,256,0,13
106.712047,21.977522,友谊关景区,B06EB003A8,广西壮族自治区,451481,4.5,248,0,15
109.156190,21.571079,海丝首港景区,B0GRUA5301,广西壮族自治区,450521,4.5,456,0,6
106.675891,24.200093,浩坤湖景区,B0FFI6V0MJ,广西壮族自治区,451027,4.6,306,0,16
110.471080,24.679444,桂林阳朔如意峰索道景区,B0GRDOLYSN,广西壮族自治区,450321,4.7,959,160.00,5
110.313397,25.271824,七星景区,B030505166,广西壮族自治区,450305,4.3,843,60.00,0
110.624239,22.796388,三名景区,B03070107M,广西壮族自治区,450921,4.8,357,0,11
110.110129,23.970421,圣堂山景区,B06EC0MAJB,广西壮族自治区,451324,4.5,189,85.00,23
109.617841,23.050283,南山寺,B06DB00IEO,广西壮族自治区,450803,4.8,610,0,4
110.560428,22.855804,容县容州古城景区,B0FFHEZAB0,广西壮族自治区,450921,4.2,862,57.00,12
109.102429,21.009399,南湾鳄鱼山景区,B030B0MRNC,广西壮族自治区,450502,4.7,348,120.00,5
111.332199,23.487035,白云山景区,B030600317,广西壮族自治区,450403,4.7,910,0,7
107.050062,22.717286,峒那屿湾,B0G26ULJX2,广西壮族自治区,451424,4.3,846,0,18
109.617841,23.050283,南山寺,B06DB00IEO,广西壮族自治区,450803,4.8,136,0,2
110.560428,22.855804,容县容州古城景区,B0FFHEZAB0,广西壮族自治区,450921,4.2,171,57.00,6
108.253762,22.896783,龙门水都风景区,B0FFLG76Y0,广西壮族自治区,450107,4.1,166,50.00,20
109.361238,22.162418,五皇山自然风景区,B0309001F7,广西壮族自治区,450722,4.2,808,10.00,1
109.102429,21.009399,南湾鳄鱼山景区,B030B0MRNC,广西壮族自治区,450502,4.7,676,120.00,23
