117.186310,39.154161,天津之眼,B00160F6Y9,天津市,120106,4.9,129,59.00,21
117.203448,39.110502,五大道文化旅游区,B00160E5VJ,天津市,120101,4.9,841,35.00,22
117.197435,39.134543,意大利风情旅游区,B00160F6ZS,天津市,120105,4.9,898,0,8
117.795688,39.106026,天津·国家海洋博物馆,B0FFG7TPYR,天津市,120116,4.9,295,0,8
117.202302,39.124795,瓷房子,B001611ODN,天津市,120101,4.8,478,50.00,15
117.010214,39.135408,杨柳青古镇,B0FFGUGCT6,天津市,120111,4.8,512,5.00,23
117.192187,39.143888,天津古文化街,B00160DB75,天津市,120104,4.8,169,0,0
117.739368,39.154170,天津方特欢乐世界,B0FFF3523J,天津市,120116,4.8,199,160.00,20
117.737278,39.152983,天津方特旅游度假区,B0JDO7EEKK,天津市,120116,4.8,922,0,16
117.809251,39.157909,天津泰达航母主题公园,B001611WYT,天津市,120116,4.8,51,220.00,9
117.167284,39.088954,天津水上公园,B001605O2L,天津市,120104,5.0,731,0,17
117.661577,39.009195,天津极地海洋公园,B00160EZX5,天津市,120116,4.8,568,10.00,8
117.282351,40.097171,盘山风景名胜区,B00160E3FW,天津市,120119,4.8,310,78.00,16
117.476459,39.187623,天津欢乐谷,B001615ZV9,天津市,120110,4.9,501,139.00,23
117.846283,39.106458,妈祖文化园,B0FFG98JS1,天津市,120116,4.8,877,0,17
117.211801,39.085050,天津博物馆,B0016160NE,天津市,120103,4.9,968,0,20
117.190185,39.156056,大悲禅院,B00160DEC0,天津市,120105,4.7,915,0,16
117.720912,39.109178,北塘古镇,B0016121DY,天津市,120116,4.3,346,0,11
117.209027,39.086442,天津自然博物馆,B001607SDH,天津市,120103,4.9,701,0,18
117.449095,40.247997,黄崖关长城风景区,B001605KTI,天津市,120119,4.8,146,65.00,17
117.403151,40.045646,独乐寺,B001605643,天津市,120119,4.7,403,50.00,21
117.832471,39.005494,东疆湾景区人工沙滩,B0FFF549RO,天津市,120116,4.4,306,0,1
117.500463,39.163558,东丽湖,B0FFG6CN1O,天津市,120110,4.6,523,0,5
117.165037,39.094145,周恩来邓颖超纪念馆,B001609OZV,天津市,120104,4.0,38,0,17
117.146938,39.168988,平津战役纪念馆,B0016050AE,天津市,120106,4.6,928,0,0
117.186310,39.154161,天津之眼,B00160F6Y9,天津市,120106,4.9,736,59.00,14
117.203448,39.110502,五大道文化旅游区,B00160E5VJ,天津市,120101,4.9,513,35.00,13
117.197435,39.134543,意大利风情旅游区,B00160F6ZS,天津市,120105,4.9,973,0,6
117.795688,39.106026,天津·国家海洋博物馆,B0FFG7TPYR,天津市,120116,4.9,110,0,18
117.202302,39.124795,瓷房子,B001611ODN,天津市,120101,4.8,934,50.00,0
117.010214,39.135408,杨柳青古镇,B0FFGUGCT6,天津市,120111,4.8,612,5.00,12
117.192187,39.143888,天津古文化街,B00160DB75,天津市,120104,4.8,185,0,11
117.739368,39.154170,天津方特欢乐世界,B0FFF3523J,天津市,120116,4.8,206,160.00,5
117.809251,39.157909,天津泰达航母主题公园,B001611WYT,天津市,120116,4.8,303,220.00,2
117.167284,39.088954,天津水上公园,B001605O2L,天津市,120104,5.0,97,0,8
117.661577,39.009195,天津极地海洋公园,B00160EZX5,天津市,120116,4.8,498,10.00,12
117.282351,40.097171,盘山风景名胜区,B00160E3FW,天津市,120119,4.8,805,78.00,0
117.476459,39.187623,天津欢乐谷,B001615ZV9,天津市,120110,4.9,950,139.00,10
117.846283,39.106458,妈祖文化园,B0FFG98JS1,天津市,120116,4.8,771,0,0
117.190185,39.156056,大悲禅院,B00160DEC0,天津市,120105,4.7,232,0,18
117.720912,39.109178,北塘古镇,B0016121DY,天津市,120116,4.3,259,0,5
117.209027,39.086442,天津自然博物馆,B001607SDH,天津市,120103,4.9,752,0,22
117.449095,40.247997,黄崖关长城风景区,B001605KTI,天津市,120119,4.8,28,65.00,18
117.403151,40.045646,独乐寺,B001605643,天津市,120119,4.7,209,50.00,23
117.832471,39.005494,东疆湾景区人工沙滩,B0FFF549RO,天津市,120116,4.4,98,0,7
117.500463,39.163558,东丽湖,B0FFG6CN1O,天津市,120110,4.6,631,0,6
117.165037,39.094145,周恩来邓颖超纪念馆,B001609OZV,天津市,120104,4.0,733,0,9
117.146938,39.168988,平津战役纪念馆,B0016050AE,天津市,120106,4.6,886,0,5
117.175199,39.174080,西沽公园,B001607JRW,天津市,120106,4.8,823,0,13
117.272809,39.143415,桥园公园,B001612CGB,天津市,120102,4.8,748,0,5
117.826695,39.006055,东疆湾景区,B0GR06UINT,天津市,120116,4.5,637,0,2
117.276301,39.043234,中华石园,B00160DECH,天津市,120112,4.7,839,20.00,9
117.436776,38.927520,天山海世界·米立方,B0016173IB,天津市,120112,4.4,712,160.00,6
117.378132,40.131390,蓟州溶洞,B00160DTOF,天津市,120119,4.7,291,30.00,12
117.172158,38.888534,光合谷旅游度假区,B0FFF472OA,天津市,120118,4.5,173,45.00,10
117.192998,39.142638,津门故里,B00160DJNH,天津市,120104,4.6,638,0,2
117.467246,39.010541,华藏世界,B0FFFPW31S,天津市,120112,4.7,482,0,21
117.213642,39.126050,海河公园,B00160EEHW,天津市,120101,4.8,556,0,13
117.132901,39.028514,精武门·中华武林园,B001611805,天津市,120111,4.3,610,60.00,3
117.233263,39.116073,天津音乐街,B00160EC2J,天津市,120102,4.4,440,0,14
117.305456,40.072811,中智农场,B001611PKJ,天津市,120119,4.7,75,0,6
117.181701,39.092947,天塔湖风景区,B00160CFPH,天津市,120103,4.7,567,50.00,9
117.181640,39.092951,天津广播电视塔碑记,B00160709U,天津市,120103,4.6,448,0,14
117.159051,38.905548,团泊湖,B0FFIOBWCY,天津市,120118,4.7,428,0,12
117.195040,39.140781,金汤桥,B00160E50U,天津市,120105,4.7,800,0,16
117.612689,39.077157,金海湖北岸滨水公园,B0FFL3ZYSH,天津市,120116,4.6,338,0,17
117.191819,39.124936,张园,B0016162R9,天津市,120101,4.8,326,20.00,16
117.698154,38.928238,天津临港生态湿地公园,B0016167HP,天津市,120116,4.8,502,0,11
117.214591,39.046622,梅江风景区,B001610ZYE,天津市,120111,4.6,151,0,18
117.343363,38.894735,融创阿朵云岛旅游度假区,B001612KWA,天津市,120112,4.5,745,0,16
117.237348,39.096339,掛甲禅寺,B001604DA0,天津市,120103,5.0,114,0,10
117.205273,39.11275,五大道历史博物馆,B00160EDY2,天津市,120101,4.5,263,30.00,4
117.490637,40.211010,车神架风景区,B0FFHTJJAW,天津市,120119,4.4,256,28.00,6
117.485412,40.189611,郭家沟,B0FFF375D1,天津市,120119,4.5,105,0,6
117.533037,38.995767,佳沃世界,B0HAMC2H6O,天津市,120112,4.4,480,0,4
117.202709,39.129703,津塔,B0FFFVY5HI,天津市,120101,4.7,782,0,17
117.614950,39.072402,金海湖景区,B0016150DW,天津市,120116,4.4,129,0,11
117.084000,38.968049,萨马兰奇纪念馆,B00161512D,天津市,120118,4.5,571,60.00,5
116.927643,38.872307,西双塘民族风景区,B0FFH1SNR8,天津市,120118,4.0,781,0,13
